# X, Y
200.00,200.00
218.00,181.00
224.00,175.00
227.00,169.00
234.00,166.00
238.00,167.00
245.00,169.00
252.00,160.00
252.00,153.00
250.00,150.00
241.00,143.00
247.00,143.00
250.00,144.00
255.00,137.00
259.00,134.00
256.00,126.00
261.00,124.00
262.00,117.00
262.00,110.00
265.00,101.00
271.00,101.00
276.00,96.00
280.00,94.00
283.00,84.00
286.00,78.00
284.00,74.00
279.00,68.00
281.00,60.00
286.00,58.00
291.00,58.00
300.00,59.00
300.00,50.00
